Polarity (XLogP3), Viscosity (cP), Boiling Point (K), Surface Tension (mN/m), Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
3.9,0.377,342.039,17.89,-0.060258184,1.45834531,0.636420271,0.638593213
3.9,0.377,342.039,17.89,0.3580844,1.431488598,1.176903295,0.689109335
3.9,0.377,342.039,17.89,-0.203031121,1.44428329,0.488887254,0.645844759
3.9,0.377,342.039,17.89,-0.197091228,1.626427492,0.381287968,0.347892924
3.9,0.377,342.039,17.89,0.194030587,1.435708404,1.024887374,0.537961959
3.9,0.377,342.039,17.89,0.580881013,1.469394858,1.291200962,0.478610738
3.9,0.377,342.039,17.89,1.08948334,1.45467184,2.0115708,0.530568383
3.9,0.377,342.039,17.89,0.730218261,1.494251624,1.565471829,0.474425518
3.9,0.377,342.039,17.89,7.075089106,1.529686994,9.862143023,0.517092504
3.9,0.377,342.039,17.89,-0.426211397,1.428229559,0.17405341,0.684332023
3.9,0.377,342.039,17.89,0.15589909,1.500632586,0.738678533,0.465355864
3.9,0.377,342.039,17.89,1.770063481,1.560697916,3.021768829,0.466595672
3.9,0.377,342.039,17.89,-0.120098234,1.489201934,0.368999198,0.469717531
3.9,0.377,342.039,17.89,0.06685375,1.475683781,0.648856946,0.468221663
3.9,0.377,342.039,17.89,-0.456194934,1.444460903,0.148288962,0.662201331
3.9,0.377,342.039,17.89,-0.258169827,1.612301505,0.306199377,0.350339704
3.9,0.377,342.039,17.89,5.023032767,1.425236486,6.457270466,0.566611888
3.9,0.377,342.039,17.89,-0.301645321,1.458977473,0.162531369,0.455884915
3.9,0.377,342.039,17.89,-0.160894069,1.61886682,0.455430407,0.345323049
3.9,0.377,342.039,17.89,0.03349383,1.437504939,0.816035816,0.555742082
3.9,0.377,342.039,17.89,5.120315125,1.443517475,6.582073208,0.538592169
3.9,0.377,342.039,17.89,-0.346974698,1.443290239,0.257053107,0.660349089
3.9,0.377,342.039,17.89,-0.24353423,1.426276352,0.389698558,0.700522406
3.9,0.377,342.039,17.89,0.587250525,1.489273193,1.355598079,0.490888509
3.9,0.377,342.039,17.89,-0.054754613,1.488419272,0.503817171,0.444766701
3.9,0.377,342.039,17.89,4.869528176,1.437250598,6.30372537,0.55400397
3.9,0.377,342.039,17.89,0.014022422,1.45563486,0.742332371,0.659426973
3.9,0.377,342.039,17.89,4.396743283,1.432838619,5.686936531,0.551946353
3.9,0.377,342.039,17.89,0.277093488,1.425847007,1.080657635,0.657190786
3.9,0.377,342.039,17.89,0.033161679,1.483405101,0.601850637,0.435867205
3.9,0.377,342.039,17.89,0.243346193,1.466161301,0.873529757,0.477004896
3.9,0.377,342.039,17.89,0.085514994,1.62022441,0.762696161,0.40668457
3.9,0.377,342.039,17.89,-0.119371698,1.446536626,0.59135216,0.639107904
3.9,0.377,342.039,17.89,0.288352385,1.629868333,0.996552117,0.417268891
3.9,0.377,342.039,17.89,5.11718629,1.422480902,6.602398223,0.573416722
3.9,0.377,342.039,17.89,0.969306557,1.486910631,1.975162851,0.584725439
3.9,0.377,342.039,17.89,-0.16454901,1.620737685,0.493614445,0.380204615
3.9,0.377,342.039,17.89,6.862303042,1.4927694,9.607750662,0.521295629
3.9,0.377,342.039,17.89,0.633912941,1.4985439,1.562862901,0.567329315
3.9,0.377,342.039,17.89,4.762562126,1.440732251,6.11429163,0.556055325
3.9,0.377,342.039,17.89,4.835933212,1.427508625,6.256967107,0.558423175
3.9,0.377,342.039,17.89,0.172327484,1.470232089,0.892195612,0.514312776
3.9,0.377,342.039,17.89,0.18107405,1.430701626,0.966102096,0.688794686
3.9,0.377,342.039,17.89,2.015263518,1.543794163,3.368063816,0.499384665
3.9,0.377,342.039,17.89,0.137526672,1.447888729,0.938402643,0.63385336
3.9,0.377,342.039,17.89,0.041172871,1.491732111,0.608128872,0.456181933
3.9,0.377,342.039,17.89,7.189418006,1.537670675,9.999318501,0.510835847
3.9,0.377,342.039,17.89,-0.251755152,1.444613253,0.296610214,0.476229212
3.9,0.377,342.039,17.89,-0.095908347,1.458776677,0.635438285,0.631289453
3.9,0.377,342.039,17.89,4.813291424,1.446778035,6.330847811,0.550667966
3.9,0.377,342.039,17.89,-0.185737685,1.444777168,0.477718021,0.668417509
3.9,0.377,342.039,17.89,-0.103701481,1.48697778,0.43171745,0.463689601
3.9,0.377,342.039,17.89,5.009789513,1.445652469,6.444354956,0.542876283
3.9,0.377,342.039,17.89,0.182994193,1.478027494,0.774414361,0.464004452
3.9,0.377,342.039,17.89,0.561115972,1.430476686,1.437374536,0.688163629
3.9,0.377,342.039,17.89,2.210409945,1.448943101,3.184239225,0.562240315
3.9,0.377,342.039,17.89,2.700048145,1.413621395,3.901413029,0.579011177
3.9,0.377,342.039,17.89,1.191039244,1.552835588,2.320740094,0.48510571
3.9,0.377,342.039,17.89,0.195463698,1.615150974,0.867114468,0.357361477
3.9,0.377,342.039,17.89,2.898681941,1.423952242,4.108386156,0.577994737
3.9,0.377,342.039,17.89,-0.203609874,1.632342621,0.40687933,0.41551476
3.9,0.377,342.039,17.89,1.239311864,1.490454792,2.287516551,0.565084822
3.9,0.377,342.039,17.89,9.95007572,1.474362779,13.10319121,0.518489579
3.9,0.377,342.039,17.89,0.231334187,1.483284964,0.879268925,0.474147657
3.9,0.377,342.039,17.89,2.566395025,1.44971802,3.670194948,0.579472091
3.9,0.377,342.039,17.89,2.974667582,1.438485473,4.161756736,0.557766401
3.9,0.377,342.039,17.89,2.912477672,1.415617053,4.14992741,0.579627985
3.9,0.377,342.039,17.89,0.905899295,1.477548603,1.872604704,0.591170366
3.9,0.377,342.039,17.89,0.578864176,1.445865041,1.454255945,0.650400577
3.9,0.377,342.039,17.89,6.94167395,1.510992419,9.776008184,0.502784103
3.9,0.377,342.039,17.89,0.275908098,1.425478504,1.095206261,0.543058285
3.9,0.377,342.039,17.89,0.354991368,1.624806423,1.084141572,0.350841972
3.9,0.377,342.039,17.89,1.896867487,1.47433071,3.381284245,0.544271936
3.9,0.377,342.039,17.89,5.184651499,1.435318747,6.667472648,0.54860156
3.9,0.377,342.039,17.89,0.311638494,1.492833897,0.923166049,0.460542617
3.9,0.377,342.039,17.89,0.273041187,1.445200993,1.09445208,0.674526802
3.9,0.377,342.039,17.89,-0.106057168,1.445794668,0.527943985,0.660154331
3.9,0.377,342.039,17.89,4.860654541,1.431628221,6.243643701,0.542311187
3.9,0.377,342.039,17.89,-0.189429458,1.421403635,0.519187495,0.581566622
3.9,0.377,342.039,17.89,-0.045498229,1.443403798,0.623366218,0.681990881
3.9,0.377,342.039,17.89,-0.143202912,1.43480413,0.591478404,0.556213242
3.9,0.377,342.039,17.89,6.984109958,1.501746178,9.863443313,0.529321683
3.9,0.377,342.039,17.89,0.014896516,1.48489333,0.503974168,0.475213173
3.9,0.377,342.039,17.89,0.01397358,1.448517151,0.750829151,0.661427874
3.9,0.377,342.039,17.89,0.2677667,1.629996464,0.97848136,0.336245985
3.9,0.377,342.039,17.89,0.259706603,1.430639067,1.069063643,0.684116903
3.9,0.377,342.039,17.89,0.163341001,1.428806629,0.955497818,0.538550341
3.9,0.377,342.039,17.89,0.343025665,1.637306585,1.0681893,0.329361523
3.9,0.377,342.039,17.89,0.619187789,1.624386639,1.424698577,0.342712456
3.9,0.377,342.039,17.89,0.154270377,1.485787532,0.708028675,0.452464804
3.9,0.377,342.039,17.89,0.830238095,1.491181492,1.824586535,0.572386635
3.9,0.377,342.039,17.89,-0.459489384,1.481776098,-0.016194779,0.474862448
3.9,0.377,342.039,17.89,0.049299262,1.501031132,0.61867836,0.466424442
3.9,0.377,342.039,17.89,-0.018825353,1.615748545,0.610329994,0.358760362
3.9,0.377,342.039,17.89,0.135420048,1.615008927,0.860765021,0.390665861
3.9,0.377,342.039,17.89,4.876181762,1.438778917,6.256303978,0.53965721
3.9,0.377,342.039,17.89,2.027054136,1.480023673,3.556695346,0.540174841
3.9,0.377,342.039,17.89,0.274677134,1.463184726,0.991517581,0.518715449
3.9,0.377,342.039,17.89,2.208819871,1.441966068,3.204522398,0.573936374
3.9,0.377,342.039,17.89,-0.323953797,1.460392114,0.375186987,0.645248664
3.9,0.377,342.039,17.89,6.771873199,1.513814011,9.555563372,0.495032029
3.9,0.377,342.039,17.89,4.794750377,1.448654936,6.296580416,0.541869325
3.9,0.377,342.039,17.89,5.274369908,1.44873652,6.775835602,0.535207754
3.9,0.377,342.039,17.89,-0.044124745,1.462474393,0.710173304,0.579671992
3.9,0.377,342.039,17.89,0.580845368,1.477651505,1.383557878,0.509839463
3.9,0.377,342.039,17.89,0.15609073,1.43476065,0.943879482,0.527426277
3.9,0.377,342.039,17.89,-0.019031652,1.627284818,0.624876422,0.338550395
3.9,0.377,342.039,17.89,7.058190544,1.496618475,9.947944736,0.534859819
3.9,0.377,342.039,17.89,3.385825334,1.426253577,4.716040589,0.584226323
3.9,0.377,342.039,17.89,0.290050174,1.623488918,0.991112405,0.347933092
3.9,0.377,342.039,17.89,0.338954367,1.624225118,1.071889016,0.413368837
3.9,0.377,342.039,17.89,-0.070486138,1.624334039,0.622252944,0.375351315
3.9,0.377,342.039,17.89,2.261075291,1.416300125,3.338140444,0.576922361
3.9,0.377,342.039,17.89,0.213231485,1.47527402,0.839164502,0.458907351
3.9,0.377,342.039,17.89,-0.130799436,1.461948285,0.578196594,0.572512954
3.9,0.377,342.039,17.89,0.272654727,1.468821132,1.039355114,0.512802604
3.9,0.377,342.039,17.89,0.078206545,1.437968133,0.861686568,0.549627655
3.9,0.377,342.039,17.89,2.546807769,1.441988742,3.627009282,0.566797185
3.9,0.377,342.039,17.89,0.177724949,1.442263672,0.992054059,0.523133728
3.9,0.377,342.039,17.89,-0.200271688,1.629758369,0.343472045,0.411738201
3.9,0.377,342.039,17.89,0.296976762,1.450834403,1.118443515,0.665718956
3.9,0.377,342.039,17.89,2.86669805,1.418919854,4.123530267,0.561573781
3.9,0.377,342.039,17.89,-0.08526201,1.440944648,0.667204845,0.556122628
3.9,0.377,342.039,17.89,0.293371214,1.64155483,0.978618087,0.393312414
3.9,0.377,342.039,17.89,0.057171031,1.436668717,0.873458537,0.542725711
3.9,0.377,342.039,17.89,0.22850869,1.447680431,1.032062748,0.540939721
3.9,0.377,342.039,17.89,-0.041284891,1.473757365,0.492999655,0.500838152
3.9,0.377,342.039,17.89,0.584362023,1.469528648,1.383570829,0.510888396
3.9,0.377,342.039,17.89,-0.077335813,1.611648152,0.521251998,0.358598795
3.9,0.377,342.039,17.89,0.005774105,1.43924696,0.721551245,0.625977256
3.9,0.377,342.039,17.89,0.607966164,1.471061867,1.393629746,0.504743433
3.9,0.377,342.039,17.89,0.346825661,1.429729823,1.157973215,0.692700928
3.9,0.377,342.039,17.89,1.076233419,1.498894204,2.073877165,0.555852812
3.9,0.377,342.039,17.89,1.313903076,1.519406901,2.438892606,0.470521797
3.9,0.377,342.039,17.89,3.046664522,1.436624109,4.270720233,0.558918246
3.9,0.377,342.039,17.89,2.411730115,1.432642166,3.446664649,0.581910933
3.9,0.377,342.039,17.89,5.200986808,1.431203813,6.718219765,0.557093998
3.9,0.377,342.039,17.89,0.034623006,1.621466191,0.767173786,0.386806129
3.9,0.377,342.039,17.89,0.277086687,1.453041704,1.031291491,0.655797896
3.9,0.377,342.039,17.89,2.863379297,1.415185908,4.093641426,0.575122058
3.9,0.377,342.039,17.89,-0.110436993,1.650717103,0.55661759,0.347887556
3.9,0.377,342.039,17.89,-0.00195348,1.468108776,0.624527531,0.479313176
3.9,0.377,342.039,17.89,0.163936879,1.634834242,0.861947577,0.358865032
3.9,0.377,342.039,17.89,-0.024454499,1.444902522,0.648204432,0.667910647
3.9,0.377,342.039,17.89,0.331550561,1.632010064,1.049173617,0.344995419
3.9,0.377,342.039,17.89,0.519361508,1.474399558,1.306534198,0.512593631
3.9,0.377,342.039,17.89,2.126126792,1.492851408,3.624509506,0.52872021
3.9,0.377,342.039,17.89,2.481305398,1.437702978,3.612451568,0.621975868
3.9,0.377,342.039,17.89,-0.114092666,1.619575897,0.54227859,0.384448144
3.9,0.377,342.039,17.89,0.144373979,1.425265372,0.955435128,0.56736384
3.9,0.377,342.039,17.89,0.315190805,1.490825151,0.906637549,0.473201302
3.9,0.377,342.039,17.89,5.361764321,1.442528636,6.911082978,0.546811929
3.9,0.377,342.039,17.89,1.895771162,1.479662542,3.397269431,0.538486032
3.9,0.377,342.039,17.89,1.11608926,1.495353344,2.194894703,0.470005126
3.9,0.377,342.039,17.89,1.477683686,1.501659932,2.657478443,0.473362601
3.9,0.377,342.039,17.89,0.024371358,1.443173949,0.728984183,0.636952239
3.9,0.377,342.039,17.89,0.015628294,1.492743074,0.541322121,0.474620006
3.9,0.377,342.039,17.89,4.947655555,1.448632201,6.368074104,0.533073569
3.9,0.377,342.039,17.89,3.007283716,1.420899477,4.192880953,0.582057167
3.9,0.377,342.039,17.89,-0.422746999,1.507012373,-0.000690566,0.451659656
3.9,0.377,342.039,17.89,0.577481497,1.477235978,1.388093715,0.501056608
3.9,0.377,342.039,17.89,0.56970989,1.485894345,1.408542932,0.503209239
3.9,0.377,342.039,17.89,0.834272623,1.483781048,1.822707648,0.600916191
3.9,0.377,342.039,17.89,5.060604595,1.442967976,6.648651917,0.549325935
3.9,0.377,342.039,17.89,0.168054473,1.4508669,0.986663679,0.53540835
3.9,0.377,342.039,17.89,1.470235591,1.512072699,2.648326417,0.481354584
3.9,0.377,342.039,17.89,-0.20973275,1.621289404,0.436643755,0.400209309
3.9,0.377,342.039,17.89,0.597359781,1.620080562,1.384999408,0.353584918
3.9,0.377,342.039,17.89,0.355171168,1.446553962,1.044275095,0.482148827
3.9,0.377,342.039,17.89,2.038946414,1.479792036,3.551933928,0.542112341
3.9,0.377,342.039,17.89,0.191768396,1.429260644,0.990101391,0.656454407
3.9,0.377,342.039,17.89,0.604952712,1.471028697,1.373115016,0.452632676
3.9,0.377,342.039,17.89,1.286388482,1.516156787,2.409491661,0.478238857
3.9,0.377,342.039,17.89,0.020448035,1.447671639,0.739809888,0.652411561
3.9,0.377,342.039,17.89,0.261174272,1.434415049,1.085302546,0.690773902
3.9,0.377,342.039,17.89,0.352098111,1.472736816,1.145583897,0.506899464
3.9,0.377,342.039,17.89,-0.321770427,1.430356726,0.329558849,0.688830318
3.9,0.377,342.039,17.89,0.281954702,1.451860486,1.041019443,0.655721753
3.9,0.377,342.039,17.89,0.65745791,1.475806737,1.459456489,0.505301846
3.9,0.377,342.039,17.89,0.708492884,1.464848529,1.546099163,0.528904729
3.9,0.377,342.039,17.89,0.114223963,1.457597563,0.91996748,0.599451567
3.9,0.377,342.039,17.89,0.164314643,1.62184627,0.905299121,0.373995881
3.9,0.377,342.039,17.89,0.242843434,1.613603718,0.933401739,0.36257591
3.9,0.377,342.039,17.89,0.345009792,1.471914011,1.084973214,0.509717137
3.9,0.377,342.039,17.89,-0.033191357,1.613633287,0.656935578,0.37992316
3.9,0.377,342.039,17.89,0.113726817,1.486134911,0.68519162,0.475020967
3.9,0.377,342.039,17.89,-0.160317507,1.447337738,0.527738312,0.668845925
3.9,0.377,342.039,17.89,2.850437282,1.430700489,4.111124233,0.546225499
3.9,0.377,342.039,17.89,-0.13097997,1.637645536,0.488350179,0.31999435
3.9,0.377,342.039,17.89,0.194162742,1.632599428,0.935688598,0.374572053
3.9,0.377,342.039,17.89,0.031881545,1.476635534,0.641147645,0.465761695
3.9,0.377,342.039,17.89,-0.128944766,1.483056613,0.398439837,0.444076673
3.9,0.377,342.039,17.89,0.210230195,1.465760707,1.033282351,0.578917966
3.9,0.377,342.039,17.89,2.045740585,1.490287165,3.54710099,0.5327499
3.9,0.377,342.039,17.89,0.625285072,1.435055478,1.502420204,0.549092455
3.9,0.377,342.039,17.89,1.262054383,1.520524281,2.416202232,0.476018768
3.9,0.377,342.039,17.89,1.79500338,1.516630162,3.050922708,0.474956229
3.9,0.377,342.039,17.89,0.143738562,1.443947047,0.931980915,0.650734636
3.9,0.377,342.039,17.89,-0.271108404,1.627088212,0.305043764,0.328614882
3.9,0.377,342.039,17.89,0.10303203,1.467536283,0.778054313,0.473118968
3.9,0.377,342.039,17.89,-0.119821737,1.431142605,0.578258599,0.557555276
3.9,0.377,342.039,17.89,4.741481352,1.446439003,6.132176,0.543835714
3.9,0.377,342.039,17.89,-0.112002053,1.481123839,0.559077399,0.509458882
3.9,0.377,342.039,17.89,0.247374925,1.631934563,0.953880388,0.334624859
3.9,0.377,342.039,17.89,0.271650658,1.444034903,1.025208439,0.684805573
3.9,0.377,342.039,17.89,10.0553281,1.487312717,13.24947255,0.49727984
3.9,0.377,342.039,17.89,1.415438943,1.516400635,2.583983022,0.482717171
3.9,0.377,342.039,17.89,5.228266615,1.442259117,6.77931923,0.553463976
3.9,0.377,342.039,17.89,0.230079056,1.434008185,0.978914594,0.675011982
3.9,0.377,342.039,17.89,0.091150882,1.493602479,0.664070689,0.479288701
3.9,0.377,342.039,17.89,0.027997954,1.441567217,0.773583,0.677800891
3.9,0.377,342.039,17.89,0.421179609,1.440835933,1.274130713,0.675220986
3.9,0.377,342.039,17.89,0.130924368,1.44285654,0.89556856,0.666451523
3.9,0.377,342.039,17.89,0.055107046,1.502571452,0.639499098,0.462183865
3.9,0.377,342.039,17.89,2.444105392,1.423422256,3.580726199,0.567913713
3.9,0.377,342.039,17.89,1.766197282,1.526584383,3.027441498,0.46575557
3.9,0.377,342.039,17.89,1.239878035,1.519965612,2.364169985,0.473733748
3.9,0.377,342.039,17.89,0.178822491,1.438552583,0.957960883,0.683855017
3.9,0.377,342.039,17.89,0.167291173,1.630493429,0.846531868,0.330325238
3.9,0.377,342.039,17.89,-0.027948049,1.431736429,0.6642741,0.682712368
3.9,0.377,342.039,17.89,-0.031925857,1.622849923,0.652501787,0.388894611
3.9,0.377,342.039,17.89,6.618295072,1.504689624,9.422473501,0.522703407
3.9,0.377,342.039,17.89,6.803565858,1.5198177,9.542192629,0.495338453
3.9,0.377,342.039,17.89,0.049724443,1.461549625,0.63158694,0.462137954
3.9,0.377,342.039,17.89,0.374893061,1.447074768,1.159959414,0.678863248
3.9,0.377,342.039,17.89,0.701345647,1.485335925,1.664916133,0.593990246
3.9,0.377,342.039,17.89,-0.095104978,1.455797234,0.619993785,0.614666698
3.9,0.377,342.039,17.89,1.809838151,1.493082468,3.248152878,0.526921311
3.9,0.377,342.039,17.89,0.098280301,1.464226854,0.843731583,0.589052572
3.9,0.377,342.039,17.89,0.359065894,1.434531392,1.106660991,0.676791363
3.9,0.377,342.039,17.89,-0.369554445,1.482796714,0.129143349,0.458065373
3.9,0.377,342.039,17.89,0.071089992,1.448497105,0.74349988,0.678589232
3.9,0.377,342.039,17.89,2.564240369,1.426507459,3.657656638,0.575517214
3.9,0.377,342.039,17.89,0.004829432,1.456503567,0.734141589,0.650097961
3.9,0.377,342.039,17.89,-0.268852255,1.442813894,0.379377342,0.670128523
3.9,0.377,342.039,17.89,2.412527218,1.443393642,3.502138861,0.599947662
3.9,0.377,342.039,17.89,-0.135956126,1.448945983,0.530011501,0.666849698
3.9,0.377,342.039,17.89,2.575192228,1.433883186,3.738918634,0.544809748
3.9,0.377,342.039,17.89,5.164860005,1.421790006,6.633475704,0.563989422
3.9,0.377,342.039,17.89,0.252265302,1.431472083,1.082268847,0.563539044
3.9,0.377,342.039,17.89,0.303908359,1.620810387,1.005325423,0.341184872
3.9,0.377,342.039,17.89,2.890068124,1.42264638,4.096549284,0.573100645
3.9,0.377,342.039,17.89,2.691892511,1.418878693,3.8901204,0.554827798
3.9,0.377,342.039,17.89,0.225357126,1.439068639,0.889847923,0.479590721
3.9,0.377,342.039,17.89,0.437928724,1.440755429,1.300727742,0.549305168
3.9,0.377,342.039,17.89,0.328417072,1.455802824,1.023194707,0.464085918
3.9,0.377,342.039,17.89,0.051054859,1.619728964,0.710864218,0.336027945
3.9,0.377,342.039,17.89,5.104972924,1.444927064,6.593171645,0.553780747
3.9,0.377,342.039,17.89,6.550864499,1.515170566,9.263856577,0.480074475
3.9,0.377,342.039,17.89,0.079823916,1.630587818,0.740604226,0.39021083
3.9,0.377,342.039,17.89,0.032878655,1.510007291,0.602324107,0.466864542
3.9,0.377,342.039,17.89,1.501687004,1.545462514,2.723353164,0.4990643
3.9,0.377,342.039,17.89,0.114703298,1.431399802,0.897275516,0.698420051
3.9,0.377,342.039,17.89,0.109943037,1.45519902,0.822971962,0.65631269
3.9,0.377,342.039,17.89,7.006461738,1.500673209,9.855602506,0.525128454
3.9,0.377,342.039,17.89,-0.174245924,1.634491629,0.389749853,0.39628266
3.9,0.377,342.039,17.89,0.043190189,1.454929948,0.653993115,0.469831031
3.9,0.377,342.039,17.89,6.831935225,1.507063322,9.687789544,0.522689424
3.9,0.377,342.039,17.89,0.059348324,1.479565455,0.642767106,0.476455334
3.9,0.377,342.039,17.89,0.014070851,1.611243191,0.639639104,0.350873909
3.9,0.377,342.039,17.89,0.25138352,1.638443323,1.014330315,0.362286642
3.9,0.377,342.039,17.89,0.381516177,1.444353315,1.15848538,0.673304055
3.9,0.377,342.039,17.89,-0.090394012,1.461010411,0.669077418,0.602918795
3.9,0.377,342.039,17.89,0.279817864,1.473987269,1.004541785,0.508331112
3.9,0.377,342.039,17.89,1.716750404,1.49349328,3.190444697,0.527162148
3.9,0.377,342.039,17.89,0.447929815,1.437137588,1.356050119,0.538830402
3.9,0.377,342.039,17.89,2.685811054,1.456577818,3.893520702,0.579886377
3.9,0.377,342.039,17.89,0.242765573,1.628351808,0.93372364,0.338058424
3.9,0.377,342.039,17.89,0.030456603,1.448202956,0.715865702,0.662866638
3.9,0.377,342.039,17.89,0.192539159,1.443175821,0.950738441,0.684439043
3.9,0.377,342.039,17.89,0.014374673,1.488826051,0.556708098,0.469956226
3.9,0.377,342.039,17.89,-0.283458231,1.448513186,0.450392893,0.593716732
3.9,0.377,342.039,17.89,0.569413109,1.451836342,1.471647662,0.608116823
3.9,0.377,342.039,17.89,1.070274131,1.488112064,2.08205632,0.566706178
3.9,0.377,342.039,17.89,-0.212424297,1.468042572,0.291045898,0.478462778
3.9,0.377,342.039,17.89,0.167419564,1.472717493,0.776526494,0.444574808
3.9,0.377,342.039,17.89,-0.350522167,1.482228259,0.110705115,0.475050501
3.9,0.377,342.039,17.89,-0.122446358,1.497937715,0.377078669,0.467197769
3.9,0.377,342.039,17.89,10.19841137,1.472230371,13.39378502,0.504437031
3.9,0.377,342.039,17.89,1.86874071,1.496420193,3.340992775,0.521664494
3.9,0.377,342.039,17.89,-0.377584668,1.502739343,0.068216296,0.464719927
3.9,0.377,342.039,17.89,0.210203497,1.617179686,0.988058855,0.381744917
3.9,0.377,342.039,17.89,0.375337018,1.449171609,1.171339319,0.674870719
3.9,0.377,342.039,17.89,0.010868459,1.426113943,0.757633701,0.537987267
3.9,0.377,342.039,17.89,6.61237093,1.503967061,9.370146697,0.526389534
3.9,0.377,342.039,17.89,-0.059565718,1.637534211,0.551319414,0.321843123
3.9,0.377,342.039,17.89,1.284884422,1.49559102,2.420071886,0.475540375
3.9,0.377,342.039,17.89,0.061848472,1.510316796,0.630034003,0.445306757
3.9,0.377,342.039,17.89,1.422557664,1.505817309,2.539908928,0.452576775
3.9,0.377,342.039,17.89,0.012288981,1.607750058,0.674562659,0.364737466
3.9,0.377,342.039,17.89,4.900313784,1.428371805,6.342950101,0.569091363
3.9,0.377,342.039,17.89,0.159394687,1.457029521,0.776435491,0.473474857
3.9,0.377,342.039,17.89,0.182879701,1.623182901,0.852245466,0.393176354
3.9,0.377,342.039,17.89,0.439132155,1.467926194,1.205110065,0.507893011
3.9,0.377,342.039,17.89,2.170962157,1.417433746,3.23543598,0.586894697
3.9,0.377,342.039,17.89,2.628111476,1.422005548,3.775426258,0.574484155
3.9,0.377,342.039,17.89,1.500106404,1.49109909,2.695276954,0.481418521
3.9,0.377,342.039,17.89,0.489920384,1.483292613,1.282157622,0.508020595
3.9,0.377,342.039,17.89,-0.1378461,1.635413915,0.490829067,0.334853126
3.9,0.377,342.039,17.89,0.178335467,1.458645084,0.963643758,0.645054808
3.9,0.377,342.039,17.89,0.50452904,1.444649082,1.309370023,0.665467373
3.9,0.377,342.039,17.89,0.318643304,1.45649518,1.173432091,0.589927321
3.9,0.377,342.039,17.89,0.087312367,1.628445956,0.769647743,0.339310337
3.9,0.377,342.039,17.89,0.388084258,1.439035683,1.22077001,0.666304892
3.9,0.377,342.039,17.89,0.00591277,1.495384732,0.546951796,0.469799981
3.9,0.377,342.039,17.89,7.158511305,1.53255087,9.967285534,0.517657898
3.9,0.377,342.039,17.89,0.356633547,1.465484584,1.011132005,0.47373772
3.9,0.377,342.039,17.89,0.126068617,1.427912885,0.954195966,0.550048275
3.9,0.377,342.039,17.89,0.440771604,1.486385409,1.12137892,0.491266212
3.9,0.377,342.039,17.89,0.365146677,1.456169055,1.223344594,0.598552046
3.9,0.377,342.039,17.89,0.39301939,1.624016862,1.147354207,0.403787616
3.9,0.377,342.039,17.89,0.392847484,1.433476733,1.189967084,0.645384664
3.9,0.377,342.039,17.89,-0.023301778,1.621480302,0.628495933,0.409217764
3.9,0.377,342.039,17.89,0.526907274,1.630945203,1.326246454,0.358824787
3.9,0.377,342.039,17.89,10.04712238,1.481948581,13.27311671,0.517004138
3.9,0.377,342.039,17.89,0.532787797,1.477843977,1.329784603,0.504527265
3.9,0.377,342.039,17.89,-0.122284395,1.441094283,0.559934046,0.676473206
3.9,0.377,342.039,17.89,1.911505781,1.470707775,3.414466632,0.555817157
3.9,0.377,342.039,17.89,0.566173017,1.447778296,1.443632229,0.663815138
3.9,0.377,342.039,17.89,0.364721551,1.623041735,1.111842919,0.332196394
3.9,0.377,342.039,17.89,2.815242879,1.423735378,4.030752485,0.557308557
3.9,0.377,342.039,17.89,0.392645317,1.612925487,1.134442016,0.401862993
3.9,0.377,342.039,17.89,0.062618988,1.629125676,0.73206943,0.34530972
3.9,0.377,342.039,17.89,0.140112823,1.629981619,0.795592011,0.412084227
3.9,0.377,342.039,17.89,0.254091003,1.481510701,0.867745927,0.474367268
3.9,0.377,342.039,17.89,2.421312854,1.445334731,3.460440548,0.566320956
3.9,0.377,342.039,17.89,0.191392922,1.50557861,0.802030451,0.45995573
3.9,0.377,342.039,17.89,-0.003248468,1.436635745,0.712655051,0.673568506
3.9,0.377,342.039,17.89,-0.196425238,1.508619582,0.305729552,0.444715403
3.9,0.377,342.039,17.89,10.48062189,1.48511222,13.79079821,0.509010529
3.9,0.377,342.039,17.89,0.146233194,1.44568077,0.972981723,0.603041
3.9,0.377,342.039,17.89,2.394464517,1.501288635,4.004861267,0.520254968
3.9,0.377,342.039,17.89,0.587811406,1.455241409,1.404830039,0.543109648
3.9,0.377,342.039,17.89,0.256322634,1.449418169,1.087457829,0.594908469
3.9,0.377,342.039,17.89,5.133345495,1.438369165,6.716590723,0.544954522
3.9,0.377,342.039,17.89,1.542461709,1.520202132,2.745253243,0.465972089
3.9,0.377,342.039,17.89,0.31398893,1.460392178,1.095283279,0.653863145
3.9,0.377,342.039,17.89,-0.215472912,1.636599163,0.368968504,0.324213009
3.9,0.377,342.039,17.89,1.265868957,1.571940847,2.40588978,0.460724139
3.9,0.377,342.039,17.89,1.106195369,1.486719721,2.160069228,0.590719282
3.9,0.377,342.039,17.89,1.888744401,1.489407611,3.358597712,0.538404718
3.9,0.377,342.039,17.89,0.199356587,1.624870792,0.940156499,0.370362241
3.9,0.377,342.039,17.89,2.102414747,1.487252087,3.63393618,0.53373577
3.9,0.377,342.039,17.89,5.05919381,1.441091349,6.519939958,0.546368827
3.9,0.377,342.039,17.89,1.060467397,1.485388226,2.098007477,0.595865889
3.9,0.377,342.039,17.89,0.143915459,1.622681994,0.832290856,0.395141893
